processid,sampleid,recordID,catalognum,fieldnum,institution_storing,collection_code,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,species_name,subspecies_taxID,subspecies_name,identification_provided_by,identification_method,identification_reference,tax_note,voucher_status,tissue_type,collection_event_id,collectors,collectiondate_start,collectiondate_end,collectiontime,collection_note,site_code,sampling_protocol,lifestage,sex,reproduction,habitat,associated_specimens,associated_taxa,extrainfo,notes,lat,lon,coord_source,coord_accuracy,elev,depth,elev_accuracy,depth_accuracy,country,province_state,region,sector,exactsite,image_ids,image_urls,media_descriptors,captions,copyright_holders,copyright_years,copyright_licenses,copyright_institutions,photographers
ABCMA192-06,ROM 112860,298299,112860,F50078,Royal Ontario Museum,,BOLD:AAA6821,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,12271,Tamias sibiricus,,,,,"Laxmann, 1769",,,,,"Lim, BK; Kilburn, WP",,,,,,,A,F,S,,,,,,45.4,127.667,,,,,,,China,Heilongjiang Sheng,,"Maoershan, Liaoyeling",,,,,,,,,,
ABMC225-05,HBL008425,40941,,HBL008425,"University of Alberta, Parks Canada Tissue Repository",,BOLD:AAB7069,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,4745,Tamiasciurus,12319,Tamiasciurus hudsonicus,,,,,"Erxleben, 1777",,DNA/Tissue Vouchered Only,,,,,,,,,,,U,,,,,,"Whloe Animal, subsampled from tissue stored at the University of Alberta, Dept. of Zoology (Parks Canada Repository)",44.9167,-81.25,,,,,,,Canada,Ontario,Bruce Peninsula NP,,,22545,http://www.boldsystems.org/pics/ABMC/AB-Tamiasciurus_hudsonicus.jpg,,live photo,Centre for Biodiversity Genomics,2006,CreativeCommons - Attribution,Centre for Biodiversity Genomics,Alex Borisenko
ABRCR258-06,ROM 102663,259022,102663,,Royal Ontario Museum,,BOLD:AAJ3873,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,717136,Ictidomys,717137,Ictidomys tridecemlineatus,,,,,,,,,,"Van Damme, S; Vermeersch, H",,,,,,,A,F,S,,,,,,49.433,-99.15,,,,,,,Canada,Manitoba,,"Baldur, Section Ne27-5-13",,,,,,,,,,
CNPVT065-16,BIOUG31178-F02,7382533,BIOUG31178-F02,L#12BIOBUS-0470,Centre for Biodiversity Genomics,,BOLD:AAE2391,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741555,Urocitellus columbianus,,,Alex V. Borisenko,Morphology,,,Vouchered:Registered Collection,Tissue,,BIObus 2012,,,,Roadkill|overcast 15 C,,Free Hand,A,,,Mixed habitat,,,Waterton Lakes NP,,49.0491,-113.909,,,1288,,,,Canada,Alberta,Waterton Lakes National Park,Near Gate House of Townsite campground,"Town, ashphalt",,,,,,,,,
ETBM005-11,FN005,1879099,,GC-C12,University of Guelph,,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ixodes scapularis Bloodmeal,Slightly Engorged Nymph,43.681,-65.344,,,,,,,Canada,Nova Scotia,,,Gunning Cove,,,,,,,,,
ETBM039-11,FN039,1879133,,L-RS54,University of Guelph,,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ixodes scapularis Bloodmeal,Partially Engorged Nymph,44.369,-64.288,,,,,,,Canada,Nova Scotia,,,Lunenburg,,,,,,,,,
ETBM043-11,FN043,1879137,,L-RS54,University of Guelph,,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ixodes scapularis Bloodmeal,Partially Engorged Nymph,44.369,-64.288,,,,,,,Canada,Nova Scotia,,,Lunenburg,,,,,,,,,
GBAAW31585-24,PP587790,23999796,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,
GBAAW31602-24,PP587797,23999813,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,
GBAAW45096-24,OR638124,24013307,USNM:MAMM:570207,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBAAW45422-24,OR638200,24013633,USNM:MAMM:578377,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panama,,,,,,,,,,,,,
GBAAW49777-24,OR638167,24017988,USNM:MAMM:570596,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.333,-89.381,,,,,,,,,,,,,,,,,,,,
GBAAW59395-24,OQ750280,24027606,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8,79.32,,,,,,,Russia,,,,,,,,,,,,,
GBAAW59397-24,OQ750283,24027608,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.92,83.55,,,,,,,Russia,,,,,,,,,,,,,
GBAAW59399-24,OQ750290,24027610,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.42,83.55,,,,,,,Russia,,,,,,,,,,,,,
GBAAW69346-24,OR637976,24037557,USNM:MAMM:569025,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBAAW70095-24,OR637937,24038306,USNM:MAMM:568424,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.857,-120.82,,,,,,,,,,,,,,,,,,,,
GBCOC569-23,OR388441,19740701,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC579-23,OR388252,19740711,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC631-23,OR388472,19740763,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC635-23,OR388406,19740767,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC659-23,OR388518,19740791,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC700-23,OR388430,19740832,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC713-23,OR388267,19740845,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC717-23,OR388193,19740849,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC808-23,OR388177,19740940,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC837-23,OR388131,19740969,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBMA22874-19,KP993052,9790544,,,"Mined from GenBank, NCBI",,BOLD:AAH7940,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,102057,Pteromys,110992,Pteromys volans,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA23084-19,KJ466678,9790754,,,"Mined from GenBank, NCBI",,BOLD:AAC0194,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,110926,Spermophilus dauricus,,,,,"Brandt, 1843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA23096-19,KJ466690,9790766,,,"Mined from GenBank, NCBI",,BOLD:AAC0194,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,110926,Spermophilus dauricus,,,,,"Brandt, 1843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA23099-19,KJ466693,9790769,,,"Mined from GenBank, NCBI",,BOLD:AAC0194,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,110926,Spermophilus dauricus,,,,,"Brandt, 1843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA23113-19,KJ466707,9790783,,,"Mined from GenBank, NCBI",,BOLD:AAC0194,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,110926,Spermophilus dauricus,,,,,"Brandt, 1843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA23123-19,KJ466717,9790793,,,"Mined from GenBank, NCBI",,BOLD:AAC0194,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,110926,Spermophilus dauricus,,,,,"Brandt, 1843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA23350-19,KY070160,9791020,,,"Mined from GenBank, NCBI",,BOLD:ADW0508,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,535402,Tamias umbrinus,,,,,"J. A. Allen, 1890",,,,,,,,,,,,,,,,,,,,42.5389,-108.796,,,,,,,United States,,,,,,,,,,,,,
GBMA23360-19,KY117540,9791030,,,"Mined from GenBank, NCBI",,BOLD:ADW6230,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,796329,Callosciurus finlaysonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA23382-19,KR911788,9791052,,,"Mined from GenBank, NCBI",,BOLD:ADX1090,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,914602,Prosciurillus,914606,Prosciurillus weberi,,,,,,,,,,,,,,,,,,,,,,,,,0.15592,113.965,Coordinates from country centroid,,,,,,Indonesia,,,,,,,,,,,,,
GBMA23405-19,KY070194,9791075,,,"Mined from GenBank, NCBI",,BOLD:ADW0508,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,527349,Tamias quadrivittatus,,,,,"Say, 1823",,,,,,,,,,,,,,,,,,,,35.2092,-107.627,,,,,,,United States,,,,,,,,,,,,,
GBMA23408-19,KY070168,9791078,,,"Mined from GenBank, NCBI",,BOLD:ACB0994,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,496278,Tamias ruficaudus,,,,,"A. H. Howell, 1920",,,,,,,,,,,,,,,,,,,,38.8208,-96.3316,Coordinates from country centroid,,,,,,United States,,,,,,,,,,,,,
GBMA23458-19,KY070162,9791128,,,"Mined from GenBank, NCBI",,BOLD:ADW0508,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,899522,Tamias cinereicollis,,,,,,,,,,,,,,,,,,,,,,,,,34.9337,-111.356,,,,,,,United States,,,,,,,,,,,,,
GBMA25373-19,LN899427,9793043,,,"Mined from GenBank, NCBI",,BOLD:ADK7426,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,796329,Callosciurus finlaysonii,,,,,,,,,,,,,,,,,,,,,,,,,42.982,12.7637,Coordinates from country centroid,,,,,,Italy,,,,,,,,,,,,,
GBMA28824-19,MG883544,9796494,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28850-19,MG883570,9796520,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28860-19,MG883580,9796530,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28912-19,MG883632,9796582,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28943-19,MG883539,9796613,,,"Mined from GenBank, NCBI",,BOLD:AAC0193,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,59.0394,98.6705,Coordinates from country centroid,,,,,,Russia,,,,,,,,,,,,,
GBMA5445-13,KC193091,3619439,NMCDC 121,,"Mined from GenBank, NCBI",,BOLD:AAC0194,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,110926,Spermophilus dauricus,,,,,"Brandt, 1843",,,,,"Liu,F.",,,,,,,,,,,,,,,44.61,114.18,,,,,,,China,Inner Mongolia,Inner Mongolia,,,,,,,,,,,
GBMA8084-15,KF856217,5647647,,KF856217,"Mined from GenBank, NCBI",,BOLD:ACJ4773,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,681807,Callosciurus sp. 1 MG2013,,,,,,,,,,,,,,,,,,,,,,,taxon:1424282,,,,,,,,,,Argentina,Buenos Aires,"Escobar,Buenos Aires",,,,,,,,,,,
GBMA8086-15,KF856219,5647649,,KF856219,"Mined from GenBank, NCBI",,BOLD:ACJ4773,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,681807,Callosciurus sp. 1 MG2013,,,,,,,,,,,,,,,,,,,,,,,taxon:1424282,,,,,,,,,,Argentina,Buenos Aires,"Lujan,Buenos Aires",,,,,,,,,,,
GBMA8098-15,KF856231,5647661,,KF856231,"Mined from GenBank, NCBI",,BOLD:ACJ4773,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,681807,Callosciurus sp. 1 MG2013,,,,,,,,,,,,,,,,,,,,,,,taxon:1424282,,,,,,,,,,Argentina,Buenos Aires,"Lujan,Buenos Aires",,,,,,,,,,,
GBMNA13131-19,KR911800,9630224,,KR911800,"Mined from GenBank, NCBI",,BOLD:ADX4591,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,899516,Callosciurus adamsi,,,,,,,,,,,,,,,,,,,,,,,,,3.67166,114.633,Coordinates from country centroid,,,,,,Malaysia,,,,,,,,,,,,,
GBMNA13142-19,KP708710,9630235,,KP708710,"Mined from GenBank, NCBI",,BOLD:ADC8057,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4930,Tamiops,747631,Tamiops maritimus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB2690-20,MK256839,11549450,,MK256839,"Mined from GenBank, NCBI",,BOLD:AED3858,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,796329,Callosciurus finlaysonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vietnam,,,,,,,,,,,,,
GBMNB2691-20,MK256840,11549451,,MK256840,"Mined from GenBank, NCBI",,BOLD:AAW8575,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,12326,Callosciurus inornatus,,,,,"Gray, 1867",,,,,,,,,,,,,,,,,,,,,,,,,,,,Vietnam,,,,,,,,,,,,,
GBMNB2695-20,MK256844,11549455,,MK256844,"Mined from GenBank, NCBI",,BOLD:AED3293,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,12327,Callosciurus erythraeus,,,,,"Pallas, 1779",,,,,,,,,,,,,,,,,,,,,,,,,,,,Vietnam,,,,,,,,,,,,,
MAMN8245-22,MSB:Mamm:124105,15372627,MSB:Mamm:124105,,Museum of Southwestern Biology,,BOLD:ADX6227,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741556,Callospermophilus,741557,Callospermophilus lateralis,,,,,,,,,,,,,,,,,,F,,,,,,,33.7509,-109.364,,,,,,,United States,,,,,,,,,,,,,
MAMN8325-23,ABBY.20220825.091989.E,19417396,,ABBY.20220825.091989.E,Arizona State University,,BOLD:ADO4628,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,888726,Tamias townsendii,,,NEON Technician,morphology,,,Vouchered:Registered Collection,ear punch,,"National Ecological Observatory Network, United States",,,2022-08-25T19:00:00.000Z,Mites,ABBY,ShermanXLK,adult,M,S,shrubScrub,,,Mites,,45.769,-122.3,WGS84,45.1,553.75,,0.1,,United States,Washington,Pacific Northwest Domain,Clark,Abby Road NEON,,,,,,,,,
MAMN8768-23,RMNP.20220628.127748.E,19417839,,RMNP.20220628.127748.E,Arizona State University,,BOLD:ADO7305,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,527349,Tamias quadrivittatus,,,NEON Technician,morphology,"Say, 1823",,Vouchered:Registered Collection,ear punch,,"National Ecological Observatory Network, United States",,,2022-06-28T18:00:00.000Z,,RMNP,ShermanXLK,adult,F,S,evergreenForest,,,,,40.202,-105.482,WGS84,45.1,2644.16,,0.1,,United States,Colorado,Central Plains Domain,Boulder,Rocky Mountains NEON,,,,,,,,,
MXTOP193-09,CIBNOR 10118,1167259,10118,2142_AGR,Centro de Investigaciones Biologicas del Noroeste S. C.,,BOLD:AAD0096,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,228596,Ammospermophilus,228597,Ammospermophilus leucurus,,,Ticul Alvarez,,"Merriam, 1889",,Vouchered:Registered Collection,,,Anahid Gutierrez-Ramos,,,,,,,,M,S,,,,Topotype Ammospermophilus leucurus canfieldae,WGS84,28.741,-113.838,,,378,,,,Mexico,,Baja California Norte,ENSENADA,"San Ignacito, 11.7 km N, 20 km E Nuevo Rosarito",,,,,,,,,
MYPMX289-11,MAMX-052.1,1930465,ECOCHM-0923,HUGO GALLETI,"El Colegio de la Frontera Sur, Unidad Chetumal",,BOLD:ACB2219,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,7506,Sciurus,299666,Sciurus deppei,,,Enrique Escobedo-Cabrera,,"Peters, 1863",,,,,Hugo Galleti,,,,,,,A,F,S,,,,,MAMX-052,18.15,-89.333,,,,,,,Mexico,Campeche,Campeche,,Mpio Ejido el Carmen,,,,,,,,,
NOMNW147-09,CIBNOR 2871,1162373,2871,3466_STAC,Centro de Investigaciones Biologicas del Noroeste S. C.,,BOLD:AAD8817,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,228599,Tamias obscurus,,,Ticul Alvarez,,"J. A. Allen, 1890",,Vouchered:Registered Collection,,,Sergio Ticul Alvarez Castaneda,,,,,,,A,M,S,,,,NOM-059 Tamias merriami,NAD27,32.046,-115.912,,,1652,,,,Mexico,Baja California,Ensenada,,"Ensenada, Laguna Juarez",,,,,,,,,
NOMNW148-09,CIBNOR 13624,1162374,13624,1269_ERM,Centro de Investigaciones Biologicas del Noroeste S. C.,,BOLD:AAD8817,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,228599,Tamias obscurus,,,Ticul Alvarez,,"J. A. Allen, 1890",,Vouchered:Registered Collection,,,Evelyn Rios M.,,,,,,,A,F,S,,,,NOM-059 Tamias merriami,NAD27,32.041,-115.912,,,1652,,,,Mexico,Baja California,Ensenada,,"Ensenada, Laguna Juarez",,,,,,,,,
NOMNW150-09,CIBNOR 120,1162376,120,2226_STAC,Centro de Investigaciones Biologicas del Noroeste S. C.,,BOLD:AAD0095,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,228596,Ammospermophilus,228597,Ammospermophilus leucurus,,,Ticul Alvarez,,"Merriam, 1889",,Vouchered:Registered Collection,,,Sergio Ticul Alvarez Castaneda,,,,,,,A,M,S,,,,NOM-059 Ammospermophilus insularis,NAD27,24.45,-110.367,,,31,,,,Mexico,Baja California Sur,,,Isla Espiritu Santo,,,,,,,,,
ZSILG214-21,ZSILG214-21,12891867,ZS-545,ZSILG214-21,Zoological Survey of India,,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5863,81.173,Coordinates from country centroid,,,,,,India,,,,,,,,,,,,,
ZSILG601-22,ZSILG_ZS-367,15228492,ZS-367,ZSILG_ZS-367,Zoological Survey of India,,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,7479,Marmota,494309,Marmota himalayana,,,,,"Hodgson, 1841",,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,,,,,,,,
ABGPA014-07,PSPU-218S,708196,218S,,Penza State Pedagogical University,,BOLD:AAC1095,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,123893,Spermophilus suslicus,,,Oleg A. Ermakov,,"(Güldenstaedt, 1770)",,,,,Titov S.V.,,,,,,,,F,S,,,,,,55.083,47.633,,,,,,,Russia,Chuvashiya Republic,Batyrevskiy,Batyrevo village,,,,,,,,,,
ABGPA061-07,PSPU-272M,708290,272M,,Penza State Pedagogical University,,BOLD:AAB9093,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,123892,Spermophilus major,,,Oleg A. Ermakov,,"Pallas, 1778",,,,,"Ermakov O.A., Titov S.V.",,,,,,,,M,S,,,,,,55.85,47.367,,,,,,,Russia,Chuvashiya Republic,Tsyvil'skiy,Ryndino village,,,,,,,,,,
ABMC250-05,HBL008450,41170,,HBL008450,Centre for Biodiversity Genomics,,BOLD:AAC0786,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,12270,Tamias striatus,,,Alex V. Borisenko,,"Linnaeus, 1758",,,,,Paul Hebert,,,,,BIOUG:PDH-home,dead,,,S,Temperate mixed forest,,,Canada,"<xml><field_number></field_number><coords_estimate>GPS</coords_estimate><acronym>BIO</acronym><donator>Paul D.N. Hebert</donator><voucher>No voucher specimen, front foot only</voucher><tissue></tissue></xml>Roadkill",43.537,-80.134,,,320,,,,Canada,Ontario,Wellington County,Puslinch Township,Concession 11/Hume Rd,,,,,,,,,
ABRCR254-06,ROM 91978,259018,91978,,Royal Ontario Museum,,BOLD:ABY8843,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741565,Urocitellus richardsonii,,,,,,,,,,"Woodward, S.M.; Gibson, J.S.",,,,,,,I,M,S,,,,,,49.9,-109.483,,,,,,,Canada,Saskatchewan,,"Maple Creek Area, 10 Mi S Of Lawrence Ranch, Highway 271",,,,,,,,,,
ABRMM515-07,ROM MB2,546941,,MB2,Royal Ontario Museum,,BOLD:ACE9850,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,7506,Sciurus,12318,Sciurus carolinensis,,,,,"Gmelin, 1788",,,,,,,,,,,,A,,S,,,,,,49.2501,-84.4998,Coordinates from province centroid,,,,,,Canada,Ontario,,,,,,,,,,,,
BM368-04,ROM 111304,6250,F44534,,Royal Ontario Museum,,BOLD:AAY1857,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,4919,Petinomys,12269,Petinomys setosus,,,,,"Temminck, 1844",,,,,"Eger, JL: Lim, BK: Mitchell, L: Tien, PD",,,,,,,A,M,S,,,,,,15.2,108.033,GPS,,830,,,,Vietnam,Quang Nam,,"Ngoc Linh Base Camp, 10 Km SW Nuoc Xa",,,,,,,,,,
BMXBP164-12,CIBNOR 8532,2467377,8532,1093_MDLPC,Centro de Investigaciones Biologicas del Noroeste S. C.,,BOLD:AAD0095,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,228596,Ammospermophilus,228597,Ammospermophilus leucurus,,,Ticul Alvarez,,"Merriam, 1889",,,,,Mayra De la Paz Cuevas,,,,,,,A,M,S,,,,,,27.244,-112.088,,,,,,,Mexico,Baja California Sur,Comondu,Comondu,Isla San Marcos,,,,,,,,,
