processid,sampleid,recordID,catalognum,fieldnum,institution_storing,collection_code,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,species_name,subspecies_taxID,subspecies_name,identification_provided_by,identification_method,identification_reference,tax_note,voucher_status,tissue_type,collection_event_id,collectors,collectiondate_start,collectiondate_end,collectiontime,collection_note,site_code,sampling_protocol,lifestage,sex,reproduction,habitat,associated_specimens,associated_taxa,extrainfo,notes,lat,lon,coord_source,coord_accuracy,elev,depth,elev_accuracy,depth_accuracy,country,province_state,region,sector,exactsite,image_ids,image_urls,media_descriptors,captions,copyright_holders,copyright_years,copyright_licenses,copyright_institutions,photographers
ABGPA097-08,IDB-24812,744350,24812,,"Russian Academy of Sciences, Koltzov Institute of Developmental Biology",,BOLD:AAI0105,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,123901,Spermophilus alashanicus,,,Oleg V. Brandler,,"B√ºchner, 1888",,,,,O.V. Brandler,,,,,,,,F,S,,,,,,44.55,102.217,,,,,,,Mongolia,Hovd,Uver-Khangay aymak,Arts Bogd Uul,,,,,,,,,,
ABMC212-05,HBL008412,40928,,HBL008412,"University of Alberta, Parks Canada Tissue Repository",,BOLD:AAC0786,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,12270,Tamias striatus,,,,,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,,,,,,,,,,,U,,,,,,"subsampled from tissue stored at the University of Alberta, Dept. of Zoology (Parks Canada Repository)",44.9167,-81.25,,,,,,,Canada,Ontario,Bruce Peninsula NP,,,22544,http://www.boldsystems.org/pics/ABMC/AB-Tamias_striatus.jpg,,live photo,Centre for Biodiversity Genomics,2006,CreativeCommons - Attribution,Centre for Biodiversity Genomics,Alex Borisenko
ABMC286-05,HLC-10600,58082,,HLC-10600,Centre for Biodiversity Genomics,,BOLD:AAE9337,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,7479,Marmota,12325,Marmota monax,,,,,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,,,Natalia V. Ivanova,,,,,,,A,F,S,,,,,,,,,,,,,,Canada,Ontario,Wellington County,Road to Elora,,,,,,,,,,
ABMC321-05,HLC-10660,58652,HLC-10660,HLC-10660,Centre for Biodiversity Genomics,,BOLD:AAE0475,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,48239,Glaucomys,64752,Glaucomys sabrinus,,,,,"Shaw, 1801",,DNA/Tissue Vouchered Only,,,Ewa Bednorczuk,,,,,,,,,,,,,Glaucomys,,,,,,,,,,Canada,Ontario,,,,,,,,,,,,
ABMWC022-06,ROM 118705,292284,,KA-TA-003,Centre for Biodiversity Genomics,,BOLD:AAC8731,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,72054,Tamias amoenus,,,,,"J. A. Allen, 1890",,,,,Katherine Bateman,,,,,,,,F,,,,,,"Mass 56.5g, Body Length 125mm",50.965,-115.115,,,1435,,,,Canada,Alberta,Kananaskis,,Mount Lorette,,,,,,,,,
ABMWC040-06,ROM 118726,292302,,KO-SL-001,Centre for Biodiversity Genomics,,BOLD:AAE2387,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741556,Callospermophilus,741557,Callospermophilus lateralis,,,,,,,,,,Katherine Bateman,,,,,,,,F,,,,,,Body Length 188mm,51.133,-116.55,,,,,,,Canada,British Columbia,Kootenay National Park,,Marble Canyon,,,,,,,,,
ABRCR031-06,ROM 91989,258795,91989,,Royal Ontario Museum,,BOLD:AAF8020,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,64749,Cynomys,64750,Cynomys ludovicianus,,,,,"Ord, 1815",,,,,"Woodward, S.M.; Gibson, J.S.",,,,,,,I,M,S,,,,,,49.1,-107.433,,,,,,,Canada,Saskatchewan,,Dixon And Larson Ranch,,,,,,,,,,
ABRSS248-06,ROM 102221,312813,,F36031,Royal Ontario Museum,,BOLD:AAW8556,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,73559,Callosciurus prevostii,,,,,"Desmarest, 1822",,,,,"Engstrom, MD; Lim, BK",,,,,,,A,M,S,,,,,,2.667,115.617,,,910,,,,Indonesia,Kalimantan Timur,,"Long Sungan, 8 Km Nw Of Puak, Kayan Mentarang Nature Reserve",,,,,,,,,,
ABRVN206-06,ROM 107741,310933,ROM:MAM:107741,F42724,Royal Ontario Museum,,BOLD:AAC9117,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,3174,Hylopetes,12282,Hylopetes spadiceus,,,,,"Blyth, 1847",,,,,"Lim, BK; Theberge, M",,,,,,,I,M,S,,,,,,12.867,107.7,,,,,,,Vietnam,Dac Lac,,"Yok Don National Park, Dak Ken River, Base Of Yok Don Mountain",,,,,,,,,,
ABRVN235-06,ROM 107774,310962,ROM:MAM:107774,F42757,Royal Ontario Museum,,BOLD:AAC9117,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,3174,Hylopetes,12282,Hylopetes spadiceus,,,,,"Blyth, 1847",,,,,"Lim, BK; Theberge, M",,,,,,,A,M,S,,,,,,12.867,107.7,,,,,,,Vietnam,Dac Lac,,"Yok Don National Park, Dak Ken River, Base Of Yok Don Mountain",,,,,,,,,,
BM392-04,ROM 114991,6274,F46298,,Royal Ontario Museum,,BOLD:AAF0970,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4930,Tamiops,12272,Tamiops swinhoei,,,,,"Milne-Edwards, 1874",,,,,Burton K. Lim,,,,,,,A,M,S,,,,,,28.25,114.07,,,1400,,,,China,Hunan,Dongnam,Daweishan National Park,,,,,,,,,,
ETBM001-11,FN001,1879095,,GC-C8,University of Guelph,,BOLD:AAC0786,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,12270,Tamias striatus,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,Ixodes scapularis Bloodmeal,Slightly Engorged Nymph,43.681,-65.344,,,,,,,Canada,Nova Scotia,,,Gunning Cove,,,,,,,,,
GBAAW31578-24,PP587789,23999789,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,
GBAAW45424-24,OR638201,24013635,USNM:MAMM:578380,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panama,,,,,,,,,,,,,
GBAAW58557-24,OR638180,24026768,USNM:MAMM:570633,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.333,-89.381,,,,,,,,,,,,,,,,,,,,
GBCOC11304-23,OP089841,19751436,,,,,BOLD:ACS3402,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC592-23,OR388191,19740724,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC654-23,OR388407,19740786,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC667-23,OR388534,19740799,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC745-23,OR388329,19740877,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC759-23,OR388324,19740891,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC855-23,OR388144,19740987,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBMA0050-06,AF330007,472127,,,"Mined from GenBank, NCBI",,BOLD:AAJ3873,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,717136,Ictidomys,717137,Ictidomys tridecemlineatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA14726-17,LN899435,8455900,MIB:ZPL:07388,LN899435,"Mined from GenBank, NCBI",,BOLD:ADK2071,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,796328,Callosciurus sp. 1 AG-2015,,,,,,,,,,,,,,,,,,,,,,,,,50.6182,4.67501,Coordinates from country centroid,,,,,,Belgium,,"West Flanders, Dadizele",,,,,,,,,,,
GBMA14732-17,LN899442,8455906,MIB:ZPL:07395,LN899442,"Mined from GenBank, NCBI",,BOLD:ADK5519,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,796330,Callosciurus sp. 2 AG-2015,,,,,,,,,,,,,,,,,,,,,,,,,46.6424,2.19402,Coordinates from country centroid,,,,,,France,,"Alpes-Maritimes, Antibes",,,,,,,,,,,
GBMA16936-17,LT630608,8458110,MIB:ZPL:07723,LT630608,"Mined from GenBank, NCBI",,BOLD:AAE9374,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,7506,Sciurus,796331,Sciurus sp. 1 AG-2016,,,,,,,,,,,,,,,,,,,,,,,,,39.44,16.94,,,,,,,Italy,,,,,,,,,,,,,
GBMA19366-19,KC993001,9786952,,,"Mined from GenBank, NCBI",,BOLD:AAE9374,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,7506,Sciurus,26232,Sciurus vulgaris,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,,,56.0012,9.37867,Coordinates from country centroid,,,,,,Denmark,,,,,,,,,,,,,
GBMA19367-19,KC993002,9786954,,,"Mined from GenBank, NCBI",,BOLD:AAE9374,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,7506,Sciurus,26232,Sciurus vulgaris,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,,,56.0012,9.37867,Coordinates from country centroid,,,,,,Denmark,,,,,,,,,,,,,
GBMA23368-19,KR911796,9791038,,,"Mined from GenBank, NCBI",,BOLD:ADW1047,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,914597,Hyosciurus,914599,Hyosciurus ileile,,,,,,,,,,,,,,,,,,,,,,,,,0.15592,113.965,Coordinates from country centroid,,,,,,Indonesia,,,,,,,,,,,,,
GBMA23381-19,KR911787,9791051,,,"Mined from GenBank, NCBI",,BOLD:ADX1090,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,914602,Prosciurillus,914606,Prosciurillus weberi,,,,,,,,,,,,,,,,,,,,,,,,,0.15592,113.965,Coordinates from country centroid,,,,,,Indonesia,,,,,,,,,,,,,
GBMA25377-19,LN899440,9793047,,,"Mined from GenBank, NCBI",,BOLD:ADK5519,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,796330,Callosciurus sp. 2 AG-2015,,,,,,,,,,,,,,,,,,,,,,,,,46.6424,2.19402,Coordinates from country centroid,,,,,,France,,,,,,,,,,,,,
GBMA26486-19,MG450794,9794156,,,"Mined from GenBank, NCBI",,BOLD:ADC6647,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,64749,Cynomys,527348,Cynomys gunnisoni,,,,,"Baird, 1855",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA28833-19,MG883553,9796503,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28837-19,MG883557,9796507,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28861-19,MG883581,9796531,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28898-19,MG883618,9796568,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28900-19,MG883620,9796570,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28910-19,MG883630,9796580,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28921-19,MG883641,9796591,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA5444-13,KC193092,3619438,NMCDC 122,,"Mined from GenBank, NCBI",,BOLD:AAC0194,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,110926,Spermophilus dauricus,,,,,"Brandt, 1843",,,,,"Liu,F.",,,,,,,,,,,,,,,44.61,114.18,,,,,,,China,Inner Mongolia,Inner Mongolia,,,,,,,,,,,
GBMA5446-13,KC193090,3619440,NMCDC 131,,"Mined from GenBank, NCBI",,BOLD:AAC0194,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,110926,Spermophilus dauricus,,,,,"Brandt, 1843",,,,,"Liu,F.",,,,,,,,,,,,,,,44.69,114.39,,,,,,,China,Inner Mongolia,Inner Mongolia,,,,,,,,,,,
GBMA5452-13,KC193084,3619446,NMCDC 006,,"Mined from GenBank, NCBI",,BOLD:AAC0194,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,110926,Spermophilus dauricus,,,,,"Brandt, 1843",,,,,"Liu,F.",,,,,,,,,,,,,,,42.38,112.84,,,,,,,China,Inner Mongolia,Inner Mongolia,,,,,,,,,,,
GBMA7381-13,JX962054,3655275,JX962054,JX962054,"Mined from GenBank, NCBI",,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,7479,Marmota,494309,Marmota himalayana,,,,,"Hodgson, 1841",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA8097-15,KF856230,5647660,,KF856230,"Mined from GenBank, NCBI",,BOLD:ACJ4773,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,681807,Callosciurus sp. 1 MG2013,,,,,,,,,,,,,,,,,,,,,,,taxon:1424282,,-35.6973,-64.5324,Coordinates from country centroid,,,,,,Argentina,,"La Cumbrecita,Cordoba",,,,,,,,,,,
GBMNA13133-19,KY117543,9630226,,KY117543,"Mined from GenBank, NCBI",,BOLD:AAW8556,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,73559,Callosciurus prevostii,,,,,"Desmarest, 1822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNA13134-19,KY117539,9630227,,KY117539,"Mined from GenBank, NCBI",,BOLD:ADK7426,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,796329,Callosciurus finlaysonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNA13153-19,KP698974,9630246,,KP698974,"Mined from GenBank, NCBI",,BOLD:AAJ3873,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,717136,Ictidomys,717137,Ictidomys tridecemlineatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNA13155-19,KR534854,9630248,,KR534854,"Mined from GenBank, NCBI",,BOLD:ADC7463,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,110926,Spermophilus dauricus,,,,,"Brandt, 1843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNA13162-19,KY070151,9630255,,KY070151,"Mined from GenBank, NCBI",,BOLD:AAC0786,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,12270,Tamias striatus,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,,,38.8208,-96.3316,Coordinates from country centroid,,,,,,United States,,,,,,,,,,,,,
GBMTG4574-16,NC_027283,6962947,,NC_027283,"Mined from GenBank, NCBI",,BOLD:ADC7463,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,110926,Spermophilus dauricus,,,,,"Brandt, 1843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMTG5159-16,NC_023089,6963532,,NC_023089,"Mined from GenBank, NCBI",,BOLD:ADC8510,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,6933,Petaurista,747466,Petaurista hainana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MACAU081-19,JFD_01307,10670838,,JFD_01307,Universidad EAFIT,,BOLD:ADZ8687,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,7506,Sciurus,956049,Sciurus sp.,,,Mauricio Serna Gonzalez,morphological,,,Vouchered:Registered Collection,Liver,,"Mauricio Serna Gonzales, Oscar Santiago Alzate",,,Night,,,,Adult,M,S,Tropical wet forest,,,,,8.03022,-75.2175,Garmin,,96,,,,Colombia,Antioquia,Caucasia,A 300 kilometros de Medellin sobre la via que conduce de Caucasia al municipio de Nechi (Antioquia),Hacienda La Candelaria Universidad de Antioquia,3592717|3592718|3592715|3592714|3592716|3592713|3592719,http://www.boldsystems.org/pics/MACAU/1307_[7]+1568170430.jpg|http://www.boldsystems.org/pics/MACAU/1307_[6]+1568170434.jpg|http://www.boldsystems.org/pics/MACAU/1307_[9]+1568170432.jpg|http://www.boldsystems.org/pics/MACAU/1307_[1]+1568170426.jpg|http://www.boldsystems.org/pics/MACAU/1307_[8]+1568170432.jpg|http://www.boldsystems.org/pics/MACAU/1307_[3]+1568170424.jpg|http://www.boldsystems.org/pics/MACAU/1307_[5]+1568170426.jpg,Ventral skull|Lateral skull|Lateral lower jaw|Dorsal skin|Dorsal lower jaw|Ventral skin|Dorsal skull,||||||,Juan F Diaz Nieto|Juan F Diaz Nieto|Juan F Diaz Nieto|Juan F Diaz Nieto|Juan F Diaz Nieto|Juan F Diaz Nieto|Juan F Diaz Nieto,2019|2019|2019|2019|2019|2019|2019,CreativeCommons ñ Attribution Non-Commercial Share-Alike|CreativeCommons ñ Attribution Non-Commercial Share-Alike|CreativeCommons ñ Attribution Non-Commercial Share-Alike|CreativeCommons ñ Attribution Non-Commercial Share-Alike|CreativeCommons ñ Attribution Non-Commercial Share-Alike|CreativeCommons ñ Attribution Non-Commercial Share-Alike|CreativeCommons ñ Attribution Non-Commercial Share-Alike,Universidad EAFIT|Universidad EAFIT|Universidad EAFIT|Universidad EAFIT|Universidad EAFIT|Universidad EAFIT|Universidad EAFIT,Mateo Giraldo Amaya|Mateo Giraldo Amaya|Mateo Giraldo Amaya|Mateo Giraldo Amaya|Mateo Giraldo Amaya|Mateo Giraldo Amaya|Mateo Giraldo Amaya
MAMN8779-23,RMNP.20220920.128506.E,19417850,,RMNP.20220920.128506.E,Arizona State University,,BOLD:ADO7305,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,89961,Tamias minimus,,,NEON Technician,morphology,"Bachman, 1839",,Vouchered:Registered Collection,ear punch,,"National Ecological Observatory Network, United States",,,2022-09-20T18:00:00.000Z,,RMNP,ShermanXLK,adult,M,S,evergreenForest,,,,,40.202,-105.482,WGS84,45.1,2644.16,,0.1,,United States,Colorado,Central Plains Domain,Boulder,Rocky Mountains NEON,,,,,,,,,
MAMN8955-23,STER.20220621.221536.E,19418058,,STER.20220621.221536.E,Arizona State University,,BOLD:AAJ3873,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,717136,Ictidomys,717137,Ictidomys tridecemlineatus,,,NEON Technician,morphology,,,Vouchered:Registered Collection,ear punch,,"National Ecological Observatory Network, United States",,,2022-06-21T18:00:00.000Z,,STER,ShermanXLK,subadult,F,S,cultivatedCrops,,,,,40.462,-103.035,WGS84,45.1,1360.92,,0.1,,United States,Colorado,Central Plains Domain,Logan,North Sterling NEON,,,,,,,,,
MAMN9064-23,WOOD.20220603.R4866.E,19418167,,WOOD.20220603.R4866.E,Arizona State University,,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,717136,Ictidomys,717137,Ictidomys tridecemlineatus,,,NEON Technician,morphology,,,Vouchered:Registered Collection,ear punch,,"National Ecological Observatory Network, United States",,,2022-06-03T17:00:00.000Z,Fleas,WOOD,ShermanLF,adult,F,S,grasslandHerbaceous,,,Fleas,,47.146,-99.226,WGS84,45.1,584.82,,0.17,,United States,North Dakota,Northern Plains Domain,Stutsman,Chase Lake National Wildlife Refuge NEON,,,,,,,,,
MXBRO006-11,CIBNOR 18848,2006372,18848,3387_MDLPC,Centro de Investigaciones Biologicas del Noroeste S. C.,,BOLD:AAE8763,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741540,Otospermophilus,741541,Otospermophilus beecheyi,,,Ticul Alvarez,,,,,,,Mayra De la Paz Cuevas,,,,,,,,F,S,,,,Topotype Spermophilus beecheyi rupinarum,,29.9,-114.95,,,511,,,,Mexico,,Baja California Norte,Ensenada,"1.5 km S, 1 km W, Catavina",,,,,,,,,
MXBRO038-11,CIBNOR 18844,2006404,18844,880_JALP,Centro de Investigaciones Biologicas del Noroeste S. C.,,BOLD:AAD0096,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,228596,Ammospermophilus,377807,Ammospermophilus harrisii,,,Ticul Alvarez,,"Audubon and Bachman, 1854",,,,,Jose A. Lopez Perez,,,,,,,,M,S,,,,,,31.3306,-113.619,,,5,,,,Mexico,Sonora,,"Cerro La Choya, 10 km NW Puerto Penasco","Cerro La Choya, 10 km NW Puerto Penasco",,,,,,,,,
MXTOP273-09,CIBNOR 11859,1167339,11859,1818_MDLPC,Centro de Investigaciones Biologicas del Noroeste S. C.,,BOLD:AAE8763,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741540,Otospermophilus,741544,Otospermophilus atricapillus,,,Ticul Alvarez,,,,Vouchered:Registered Collection,,,Mayra De la Paz Cuevas,,,,,,,,F,S,,,,Topotype Spermophilus grammurus atricapillus,WGS84,26.059,-111.821,,,287,,,,Mexico,Baja California Sur,COMONDU,,San Jose de Comondu,,,,,,,,,
NOMAM035-09,NOMAM-035,1108736,ANM 2037,,Agder Museum of Natural History,,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,7506,Sciurus,26232,Sciurus vulgaris,,,Roar Solheim,,"Linnaeus, 1758",,,,,Tor Slettebo,,,,,,,I,M,,,,,,,58.4137,8.28113,,,,,,,Norway,Aust-Agder,Birkenes,,Senumstad,,,,,,,,,
NOMNW144-09,CIBNOR 2888,1162370,2888,3422_STAC,Centro de Investigaciones Biologicas del Noroeste S. C.,,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,4745,Tamiasciurus,,,,,Ticul Alvarez,,,,Vouchered:Registered Collection,,,Sergio Ticul Alvarez Castaneda,,,,,,,A,F,S,,,,NOM-059 Tamiasciurus mearnsi,NAD27,30.967,-115.6,,,1872,,,,Mexico,Baja California,Ensenada,,"Ensenada, 15 mi E Rancho Melling",,,,,,,,,
NOMNW442-09,CIBNOR 114,1235704,114,2220_STAC,Centro de Investigaciones Biologicas del Noroeste S. C.,,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,228596,Ammospermophilus,228597,Ammospermophilus leucurus,,,Ticul Alvarez,,"Merriam, 1889",,Vouchered:Registered Collection,,,Sergio Ticul Alvarez Castaneda,,,,,,,A,M,S,,,,NOM-059 Ammospermophilus insularis,NAD27,24.45,-110.367,,,29,,,,Mexico,Baja California Sur,,,Isla Espiritu Santo,,,,,,,,,
NOMNW456-09,CIBNOR 119,1235718,119,2225_STAC,Centro de Investigaciones Biologicas del Noroeste S. C.,,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,228596,Ammospermophilus,228597,Ammospermophilus leucurus,,,Ticul Alvarez,,"Merriam, 1889",,Vouchered:Registered Collection,,,Sergio Ticul Alvarez Castaneda,,,,,,,A,M,S,,,,NOM-059 Ammospermophilus insularis,NAD27,24.45,-110.367,,,33,,,,Mexico,Baja California Sur,,,Isla Espiritu Santo,,,,,,,,,
